index,key,english,thai,status,notes
2599,Instructions/617,,,untranslated,
2600,Instructions/618,,,untranslated,
2601,Instructions/619,,,untranslated,
2602,Instructions/620,,,untranslated,
2603,Instructions/621,,,untranslated,
2604,Instructions/622,,,untranslated,
2605,Instructions/623,,,untranslated,
2606,Instructions/624,,,untranslated,
2607,Instructions/625,,,untranslated,
2608,Instructions/626,,,untranslated,
2609,Instructions/627,,,untranslated,
2610,Instructions/628,,,untranslated,
2611,Instructions/629,,,untranslated,
2612,Instructions/630,,,untranslated,
2613,Instructions/631,,,untranslated,
2614,Instructions/632,,,untranslated,
2615,Instructions/633,,,untranslated,
2616,Instructions/634,,,untranslated,
2617,Instructions/635,,,untranslated,
2618,Instructions/636,,,untranslated,
2619,Instructions/637,,,untranslated,
2620,Instructions/638,,,untranslated,
2621,Instructions/639,,,untranslated,
2622,Instructions/640,,,untranslated,
2623,Instructions/641,,,untranslated,
2624,Instructions/642,,,untranslated,
2625,Instructions/643,,,untranslated,
2626,Instructions/644,,,untranslated,
2627,Instructions/645,,,untranslated,
2628,Instructions/646,,,untranslated,
2629,Instructions/647,,,untranslated,
2630,Instructions/648,,,untranslated,
2631,Instructions/649,,,untranslated,
2632,Instructions/650,,,untranslated,
2633,Instructions/651,,,untranslated,
2634,Instructions/652,,,untranslated,
2635,Instructions/653,,,untranslated,
2636,Instructions/654,,,untranslated,
2637,Instructions/655,,,untranslated,
2638,Instructions/656,,,untranslated,
2639,Instructions/657,,,untranslated,
2640,Instructions/658,,,untranslated,
2641,Instructions/659,,,untranslated,
2642,Instructions/660,,,untranslated,
2643,Instructions/661,,,untranslated,
2644,Instructions/662,,,untranslated,
2645,Instructions/663,,,untranslated,
2646,Instructions/664,,,untranslated,
2647,Instructions/665,,,untranslated,
2648,Instructions/666,,,untranslated,
2649,Instructions/667,,,untranslated,
2650,Instructions/668,,,untranslated,
2651,Instructions/669,,,untranslated,
2652,Instructions/670,,,untranslated,
2653,Instructions/671,,,untranslated,
2654,Instructions/672,,,untranslated,
2655,Instructions/673,,,untranslated,
2656,Instructions/674,,,untranslated,
2657,Instructions/675,,,untranslated,
2658,Instructions/676,,,untranslated,
2659,Instructions/677,,,untranslated,
2660,Instructions/678,,,untranslated,
2661,Instructions/679,,,untranslated,
2662,Instructions/680,,,untranslated,
2663,Instructions/681,,,untranslated,
2664,Instructions/682,,,untranslated,
2665,Instructions/683,,,untranslated,
2666,Instructions/684,,,untranslated,
2667,Instructions/685,,,untranslated,
2668,Instructions/686,,,untranslated,
2669,Instructions/687,,,untranslated,
2670,Instructions/688,,,untranslated,
2671,Instructions/689,,,untranslated,
2672,Instructions/690,,,untranslated,
2673,Instructions/691,,,untranslated,
2674,Instructions/692,,,untranslated,
2675,Instructions/693,,,untranslated,
2676,Instructions/694,,,untranslated,
2677,Instructions/695,,,untranslated,
2678,Instructions/696,,,untranslated,
2679,Instructions/697,,,untranslated,
2680,Instructions/698,,,untranslated,
2681,Instructions/699,,,untranslated,
2682,Instructions/700,,,untranslated,
2683,Instructions/701,,,untranslated,
2684,Instructions/702,,,untranslated,
2685,Instructions/703,,,untranslated,
2686,Instructions/704,,,untranslated,
2687,Instructions/705,,,untranslated,
2688,Instructions/706,,,untranslated,
2689,Instructions/707,,,untranslated,
2690,Instructions/708,,,untranslated,
2691,Instructions/709,,,untranslated,
2692,Instructions/710,,,untranslated,
2693,Instructions/711,,,untranslated,
2694,Instructions/712,,,untranslated,
2695,Instructions/713,,,untranslated,
2696,Instructions/714,,,untranslated,
2697,Instructions/715,,,untranslated,
2698,Instructions/716,,,untranslated,
2699,Instructions/717,,,untranslated,
2700,Instructions/718,,,untranslated,
2701,Instructions/719,,,untranslated,
2702,Instructions/720,,,untranslated,
2703,Instructions/721,,,untranslated,
2704,Instructions/722,,,untranslated,
2705,Instructions/723,,,untranslated,
2706,Instructions/724,,,untranslated,
2707,Instructions/725,,,untranslated,
2708,Instructions/726,,,untranslated,
2709,Instructions/727,,,untranslated,
2710,Instructions/728,,,untranslated,
2711,Instructions/729,,,untranslated,
2712,Instructions/730,,,untranslated,
2713,Instructions/731,,,untranslated,
2714,Instructions/732,,,untranslated,
2715,Instructions/733,,,untranslated,
2716,Instructions/734,,,untranslated,
2717,Instructions/735,,,untranslated,
2718,Instructions/736,,,untranslated,
2719,Instructions/737,,,untranslated,
2720,Instructions/738,,,untranslated,
2721,Instructions/739,,,untranslated,
2722,Instructions/740,,,untranslated,
2723,Instructions/741,,,untranslated,
2724,Instructions/742,,,untranslated,
2725,Instructions/743,,,untranslated,
2726,Instructions/744,,,untranslated,
2727,Instructions/745,,,untranslated,
2728,Instructions/746,,,untranslated,
2729,Instructions/747,,,untranslated,
2730,Instructions/748,,,untranslated,
2731,Instructions/749,,,untranslated,
2732,Instructions/750,,,untranslated,
2733,Instructions/751,,,untranslated,
2734,Instructions/752,,,untranslated,
2735,Instructions/753,,,untranslated,
2736,Instructions/754,,,untranslated,
2737,Instructions/755,,,untranslated,
2738,Instructions/756,,,untranslated,
2739,Instructions/757,,,untranslated,
2740,Instructions/758,,,untranslated,
2741,Instructions/759,,,untranslated,
2742,Instructions/760,,,untranslated,
2743,Instructions/761,,,untranslated,
2744,Instructions/762,,,untranslated,
2745,Instructions/763,,,untranslated,
2746,Instructions/764,,,untranslated,
2747,Instructions/765,,,untranslated,
2748,Instructions/766,,,untranslated,
2749,Instructions/767,,,untranslated,
2750,Instructions/768,,,untranslated,
2751,Instructions/769,,,untranslated,
2752,Instructions/770,,,untranslated,
2753,Instructions/771,,,untranslated,
2754,Instructions/772,,,untranslated,
2755,Instructions/773,,,untranslated,
2756,Instructions/774,,,untranslated,
2757,Instructions/775,,,untranslated,
2758,Instructions/776,,,untranslated,
2759,Instructions/777,,,untranslated,
2760,Instructions/778,,,untranslated,
2761,Instructions/779,,,untranslated,
2762,Instructions/780,,,untranslated,
2763,Instructions/781,,,untranslated,
2764,Instructions/782,,,untranslated,
2765,Instructions/783,,,untranslated,
2766,Instructions/784,,,untranslated,
2767,Instructions/785,,,untranslated,
2768,Instructions/786,,,untranslated,
2769,Instructions/787,,,untranslated,
2770,Instructions/788,,,untranslated,
2771,Instructions/789,,,untranslated,
2772,Instructions/790,,,untranslated,
2773,Instructions/791,,,untranslated,
2774,Instructions/792,,,untranslated,
2775,Instructions/793,,,untranslated,
2776,Instructions/794,,,untranslated,
2777,Instructions/795,,,untranslated,
2778,Instructions/796,,,untranslated,
2779,Instructions/797,,,untranslated,
2780,Instructions/798,,,untranslated,
2781,Instructions/799,,,untranslated,
2782,Instructions/800,,,untranslated,
2783,Instructions/801,,,untranslated,
2784,Instructions/802,,,untranslated,
2785,Instructions/803,,,untranslated,
2786,Instructions/804,,,untranslated,
2787,Instructions/805,,,untranslated,
2788,Instructions/806,,,untranslated,
2789,Instructions/807,,,untranslated,
2790,Instructions/808,,,untranslated,
2791,Instructions/809,,,untranslated,
2792,Instructions/810,,,untranslated,
2793,Instructions/811,,,untranslated,
2794,Instructions/812,,,untranslated,
2795,Instructions/813,,,untranslated,
2796,Instructions/814,,,untranslated,
2797,Instructions/815,,,untranslated,
2798,Instructions/816,,,untranslated,
2799,Instructions/817,,,untranslated,
2800,Instructions/818,,,untranslated,
2801,Instructions/819,,,untranslated,
2802,Instructions/820,,,untranslated,
2803,Instructions/821,,,untranslated,
2804,Instructions/822,,,untranslated,
2805,Instructions/823,,,untranslated,
2806,Instructions/824,,,untranslated,
2807,Instructions/825,,,untranslated,
2808,Instructions/826,,,untranslated,
2809,Instructions/827,,,untranslated,
2810,Instructions/828,,,untranslated,
2811,Instructions/829,,,untranslated,
2812,Instructions/830,,,untranslated,
2813,Instructions/831,,,untranslated,
2814,Instructions/832,,,untranslated,
2815,Instructions/833,,,untranslated,
2816,Instructions/834,,,untranslated,
2817,Instructions/835,,,untranslated,
2818,Instructions/836,,,untranslated,
2819,Instructions/837,,,untranslated,
2820,Instructions/838,,,untranslated,
2821,Instructions/839,,,untranslated,
2822,Instructions/840,,,untranslated,
2823,Instructions/841,,,untranslated,
2824,Instructions/842,,,untranslated,
2825,Instructions/843,,,untranslated,
2826,Instructions/844,,,untranslated,
2827,Instructions/845,,,untranslated,
2828,Instructions/846,,,untranslated,
2829,Instructions/847,,,untranslated,
2830,Instructions/848,,,untranslated,
2831,Instructions/849,,,untranslated,
2832,Instructions/850,,,untranslated,
2833,Instructions/851,,,untranslated,
2834,Instructions/852,,,untranslated,
2835,Instructions/853,,,untranslated,
2836,Instructions/854,,,untranslated,
2837,Instructions/855,,,untranslated,
2838,Instructions/856,,,untranslated,
2839,Instructions/857,,,untranslated,
2840,Instructions/858,,,untranslated,
2841,Instructions/859,,,untranslated,
2842,Instructions/860,,,untranslated,
2843,Instructions/861,,,untranslated,
2844,Instructions/862,,,untranslated,
2845,Instructions/863,,,untranslated,
2846,Instructions/864,,,untranslated,
2847,Instructions/865,,,untranslated,
2848,Instructions/866,,,untranslated,
2849,Instructions/867,,,untranslated,
2850,Instructions/868,,,untranslated,
2851,Instructions/869,,,untranslated,
2852,Instructions/870,,,untranslated,
2853,Instructions/871,,,untranslated,
2854,Instructions/872,,,untranslated,
2855,Instructions/873,,,untranslated,
2856,Instructions/874,,,untranslated,
2857,Instructions/875,,,untranslated,
2858,Instructions/876,,,untranslated,
2859,Instructions/877,,,untranslated,
2860,Instructions/878,,,untranslated,
2861,Instructions/879,,,untranslated,
2862,Instructions/880,,,untranslated,
2863,Instructions/881,,,untranslated,
2864,Instructions/882,,,untranslated,
2865,Instructions/883,,,untranslated,
2866,Instructions/884,,,untranslated,
2867,Instructions/885,,,untranslated,
2868,Instructions/886,,,untranslated,
2869,Instructions/887,,,untranslated,
2870,Instructions/888,,,untranslated,
2871,Instructions/889,,,untranslated,
2872,Instructions/890,,,untranslated,
2873,Instructions/891,,,untranslated,
2874,Instructions/892,,,untranslated,
2875,Instructions/893,,,untranslated,
2876,Instructions/894,,,untranslated,
2877,Instructions/895,,,untranslated,
2878,Instructions/896,,,untranslated,
2879,Instructions/897,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2880,Instructions/898,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2881,Instructions/899,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2882,Instructions/900,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2883,Instructions/901,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2884,Instructions/902,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2885,Instructions/903,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2886,Instructions/904,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2887,Instructions/905,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2888,Instructions/906,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2889,Instructions/907,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2890,Instructions/908,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2891,Instructions/909,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2892,Instructions/910,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2893,Instructions/911,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2894,Instructions/912,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
2895,Instructions/913,#N/A,,excluded,[excluded] ค่าต้นฉบับ #N/A ไม่ใช่ข้อความสำหรับแปล
